Epoch,Loss train,Loss val,Deviation train,Deviation val
0,0.048866023035610426,0.057941573507645554,0.8307223916053772,0.9850067496299744
1,0.04560472334132475,0.052697279874016255,0.7752802968025208,0.8958537578582764
2,0.04036202500848209,0.045672441230100745,0.6861544251441956,0.7764315009117126
3,0.03329934793360093,0.03646705431096694,0.5660889148712158,0.619939923286438
4,0.024630951530793133,0.02462397252812105,0.4187261760234833,0.41860753297805786
5,0.014482006430625916,0.013840709539020763,0.24619410932064056,0.23529206216335297
6,0.010610903887187733,0.01210696907604442,0.18038536608219147,0.20581847429275513
7,0.016482016619514015,0.012687617365051718,0.2801942825317383,0.2156894952058792
8,0.01834754032247207,0.011312392704627094,0.31190818548202515,0.19231067597866058
9,0.014113711960175458,0.012191678671275867,0.2399331033229828,0.20725853741168976
10,0.011408195776097915,0.014854879940257353,0.19393932819366455,0.252532958984375
11,0.010264505358303295,0.018043113105437335,0.174496591091156,0.3067329227924347
12,0.010258449351086336,0.02094604688532212,0.1743936389684677,0.3560827970504761
13,0.0120059435858446,0.022546663003809312,0.20410104095935822,0.3832932710647583
14,0.012946921236374798,0.021862832938923556,0.22009766101837158,0.37166815996170044
15,0.012528004015193266,0.019885084208320167,0.21297606825828552,0.33804643154144287
16,0.01146052427151624,0.017632941989337698,0.19482891261577606,0.29976001381874084
